cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,,sum,pocet
8.31E-05,17,0,25,,,,
8.29E-05,16,0,25,,,,
9.49E-05,44,0,28,,,,
8.60E-05,11,0,29,,,,
8.41E-05,40,0,30,,,,
9.17E-05,20,0,33,,,,
8.39E-05,9,0,34,,,,
9.24E-05,13,0,37,,,,
8.46E-05,12,0,39,,,,
8.44E-05,4,0,38,,,,
8.40E-05,35,0,40,,,,
8.58E-05,14,0,40,,,,
8.35E-05,38,0,39,,,,
8.38E-05,4,0,40,,,,
8.42E-05,31,0,40,,,,
8.40E-05,41,0,39,,,,
8.44E-05,38,0,39,,,,
8.37E-05,14,0,40,,,,
8.45E-05,3,0,41,,,,
8.56E-05,41,0,44,,,,
8.37E-05,24,0,45,,,,
8.54E-05,39,0,46,,,,
8.45E-05,42,0,44,,,,
8.39E-05,42,0,47,,,,
